error_rate,mae,rmse,max_error,within_1lsb_pct,n_samples
0.0,0.0,0.0,0.0,100.0,200
0.001,0.054060221354166674,0.06100269075792615,0.1152994791666665,100.0,200
0.005,0.222359375,0.2524408017165822,0.4594726562500001,28.499999999999996,200
0.01,0.3532600911458333,0.40341071756577396,0.7048502604166667,14.000000000000002,200
0.02,0.47398665364583337,0.5458664957703144,0.9161458333333333,14.000000000000002,200
0.05,0.5341570638020834,0.6186708796057294,1.0150065104166668,14.000000000000002,200
0.1,0.5362379557291667,0.6201554890378576,1.0325520833333333,14.000000000000002,200
